07.09.2021|08:51:14*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:47:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:46:50*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:46:34*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:44:55*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:44:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:43:38*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:42:56*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:39:50*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:39:14*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:38:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:26:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:22:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:18:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:14:44*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:14:21*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:13:33*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:13:12*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:12:40*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:11:57*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|08:10:56*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
