06.09.2021|17:04:43*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:50:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:50:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:49:28*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:48:12*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:47:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:45:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:44:39*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:43:38*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:36:59*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:35:49*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:35:08*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:33:42*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:33:20*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:29:38*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:29:14*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:27:19*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:22:52*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:21:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:10:31*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:08:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:02:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|16:00:52*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:59:36*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:52:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:50:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:48:25*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:44:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:43:33*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:41:21*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:36:38*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:32:22*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:29:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:15:32*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:04:41*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:04:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:03:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|15:00:13*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:58:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:57:30*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:54:31*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:43:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:42:34*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:40:54*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:39:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:30:27*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:28:18*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:27:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:21:47*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:12:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:11:06*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:10:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:07:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:05:55*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|14:00:18*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|13:59:38*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|13:56:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|13:54:38*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|13:52:31*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|13:51:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
06.09.2021|13:42:21*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
