07.09.2021|16:35:44*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:34:22*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:34:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:33:45*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:33:20*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:33:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:33:03*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:32:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:25:57*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:24:57*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:19:33*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:19:07*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:18:58*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:18:16*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:18:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:17:17*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:16:50*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:15:36*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:11:47*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:10:25*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:09:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:09:15*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|16:08:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:58:42*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:55:49*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:54:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:54:08*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:53:29*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:51:22*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:51:05*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:50:08*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:49:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:47:38*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:46:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:45:49*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:45:42*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:39:59*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:35:43*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:35:27*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:34:06*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:32:21*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:31:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:31:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:31:36*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:31:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:30:05*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:27:42*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:26:44*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:26:08*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:25:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:18:04*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:17:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:17:39*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:17:28*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:17:05*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:16:43*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:14:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:13:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:13:03*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:12:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:11:41*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:07:58*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:05:01*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:03:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:01:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|15:00:41*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:56:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:55:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:55:12*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:51:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:50:58*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:49:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:47:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:46:33*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:43:31*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:43:03*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:42:39*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:42:06*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:41:54*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:40:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:39:17*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:38:29*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:37:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:36:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:34:59*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:31:09*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:25:09*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:22:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|14:21:17*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
