07.09.2021|10:02:19*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:54:25*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:53:09*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:52:09*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:51:45*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:47:40*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:46:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:45:15*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:44:57*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:42:47*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:39:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:38:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:36:41*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
07.09.2021|09:36:22*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
